Name,Id
bone thugs 'n harmony,c2502896-b5d2-4d60-9e49-e0c4f74d5341
bonfeel electro band,7e5e1a48-9833-45de-9227-851f9f83e732
bonnie whitmore & her band,8a9066e4-7dc3-4e64-9859-b575602a9320
bonzo dog band,628f1ca2-023a-47b5-8fa5-9fd75d8dbaa1
booms y claps,51212cc8-8d02-4e7e-8303-7ba3bd3ecba4
borchi y su doble redoble,09ac0b1a-26b9-4420-9cc9-41056546795b
born in the flood,fcffcc0c-c9d9-4fb2-8da9-ab696ae4c484
boston philarmonic,dd0abf77-c3c5-4c89-9378-31ba43110fc0
boston symphony chamber players,073d5425-7600-48bb-afc6-f7131e65854e
boulder acoustic society,00bb7c50-25c9-4855-87f1-f78ef422a621
brainwash 2000,6904faaf-33fe-4bc8-bae5-da8b3828dbb1
bread love and dreams,b6d08d38-01f6-4123-be45-a63a52bc7ef6
brentford road all stars,21158f31-ba35-4213-b060-d6db172b5416
"brighton, ma",bdc933c4-6465-4c5d-bb23-e0366a1c72f4
broken brass ensemble,6aa48d08-72d0-4a7b-b2b4-362cac48d0fc
brothers born,14ceafd1-b03a-41a9-aacc-23c55ce5a983
brothers johnson,cb03b9f9-8a20-4d05-b966-42bb1cfd1014
brothers love dubs,35f98aaa-522f-4991-b871-0c0a605ab3d2
brothers on high,d17f9342-bf99-4207-9995-2c432fcaf6d8
bucovina club,be6ecda1-dd20-41ba-9726-d502f8497b9d
bukky leo quintet,33f82c18-fa71-4d65-be43-54d67a067985
burniss earl travis ii,83c9790a-cf73-4845-9ffa-85eb32a2eff2
buscemi's beat to beatnik,b9023171-bf6e-404a-bc5c-a8b36e298668
butch cassidy sound system,030ab059-ce7a-45d7-ab6a-3aa0af291c8a
buzz-phorus in secrecy,4de563a3-a289-4475-acd7-46110fa1716a
c.j. & co,6840ee35-75bc-4105-b07c-4510394bb35d
caballeros del plan g,546c7163-4e12-444d-a57c-5b328411206d
cabbage orchestra,8927cab2-879e-446b-82ba-325565472b24
call of the void,fed2c25c-6afe-41a2-a876-6061d29541b9
calvin owens blues orchestra,f5d59e0f-1d1c-4efb-9b0e-eedbe9f61b92
cam for j.u.s.t.i.c.e league,d21875ba-8ef1-49da-9646-816894bd271d
camaro's gang,f174316d-1bd3-448b-bb6a-762304540132
capoeira twins,1f847a2c-12cd-4935-8e2b-0623bb9078a1
car crash sisters,dcccdeca-62eb-46c7-840f-2e46f160f72a
card on spokes,c3546c60-9c8a-430c-8073-0a3d65517fec
carrion kids,c84baf9b-6646-4cf0-84ff-9967a5c4c37a
cause for applause,1a5afbea-5123-40e7-86fd-ceb03fb38a83
cavern of anti-matter,1f5ee924-5a4e-4adf-b857-aa40eb5d74ea
ceej for two9,1ac5f5c9-6aa9-43d0-aaae-5f26c7fc3481
cellar 55,6e6d8588-0bb5-4815-98dd-69a9dade23e6
cerys of catatonia,f48137bd-3d9b-4e33-b147-f17fe12d6f23
chain of command,0c519b30-dba4-4081-a470-f5102358aa4f
chambers brothers,5d188794-2861-47e6-aa59-7b0774d5a028
cheeky cheeky and the nosebleeds,710d1869-843e-4462-a2c8-ddd219221b6f
chic flowerz pres patrice strike,f656580d-d9ce-4473-839e-1cb9c9b58293
chili 70,268c168c-5276-42f7-8c15-a4c0a45d6add
chorale de omena,6d8b19b2-03ec-46d5-9ba9-761f25c53fdf
"chris ""big dog"" davis",617b90ed-d398-419d-aacc-62d57e982753
chris arndt band,7aac96a2-8d6e-43a3-80ac-43cb4b96ca04
chris vestre group,9c27503c-1e4c-4714-b0c3-1e13d2ea4fc8
chubby knuckle choir,b104d43a-27a9-4389-b0da-1884b949591c
city lix,13a1b3e2-2a65-487c-924a-e08763b4a213
city of prague philharmonic,fbd2aebd-449f-4381-85f6-839e9849a017
city woods,6236c6e6-2924-4af2-bf01-3c0dbc556f95
ck west & co,394c67c9-4bdf-485d-85b5-2b048eb3f7ce
cliff driver & his drivers,7a0c542b-d403-4bfd-9736-88227dffe4cc
clinging to the trees of a forest fire,25c5218a-6ce9-44ee-b366-32650fc0a86d
clorox girls,f65d0451-8ee2-4268-aa5d-94561a3fc48a
club 69,eb872fbd-68f5-4e14-a196-dd4d736f7b7b
club de surf,36ae9d04-db41-4e70-9f43-d50e03fabc74
club euro,fc33efd5-a91f-4e29-a0ef-8a05ac06b0e0
club freaks,5e147112-3243-4d1e-96e7-3d2ed05e7578
club night,190df2f7-2730-4470-a279-2d2587241c2e
club squisito,6e3cb9f2-6eb1-4050-ad52-13d67b21a4f0
club valentine,53a6e1db-6477-4968-b170-90499c7e4849
clyde doerr and his orchestra,6180a705-06fa-45b8-a223-b10ea6d527e4
coach said not to,437a67f2-df2b-48db-8d4a-ec318900e3b3
colin laroche de feline,332dcd44-f4c2-4718-a733-f1030b648f6f
coma in algiers,3b0e9990-0737-444a-a0fe-5d2c21ad2e67
come on gang!,1b979956-8def-466e-983c-c3320148843f
conductor and the cowboy,8108b1c3-9897-4ebe-b4df-4b752c628aeb
conga radio,23b77d7a-116a-4444-b8a3-d51116e5d1dc
coober pedy university band,901a38db-df62-4584-8a03-23810b49f55a
copacabana club,4498dc19-deb5-4437-a3ae-f151a3b21e30
cosmonaut on vacation,3af9b739-947d-44cc-837e-bfdf73a5dc03
crash city saints,73ee19e5-1e00-4c65-ab51-bb391cc10d13
croy and the boys,5d5d97ae-27c2-4c25-8804-58247aa4dcd2
cruisin' gang,02d2db0d-e358-4a81-96f8-155f15d76a0a
cure for paranoia,c8c20d2a-2990-48f9-bcf9-c5943b82f38d
curxes 1996,8aa62b16-0ff1-416e-94ca-1b1b708a47fb
d and chi,df23254c-caa8-4387-bea9-85700a6aba1a
daddy a go-go,392535fc-0d49-40ac-a7c8-e543c11877fa
dance with the dead,ae41ca08-079b-4a91-9343-e88024a0f902
"daniel reuben smith ""listener""",a7315bbd-91a5-4bbc-8ed1-5e83dd6073c8
danny elliott means ii,740e135c-f772-4151-9485-9790aceeb699
danny green trio,b32dc4d6-739d-4198-8c3e-bdc61dcf387b
daughter of force,dbd92bb7-7c95-4213-af73-74b419b3a42b
"dave ""the snake"" sabo",26c88793-deb6-497c-abc8-65ac2d8fa57a
"david steven goddard ""eq""",ebe67524-25df-44e1-9906-a5685281ec36
de los muertos,a7783b92-ba69-48a9-b632-621a434a5dd1
dead or alive,0edf287e-3626-42ae-9aa1-2ea876e643a9
deaf in the family,c7313886-f5e1-4d21-adde-1695a3d77e0e
death in the park,20f23986-2fd5-47b3-a630-5c5db6cad1ff
death on two wheels,5dae8cdd-5ade-425b-90bf-daf7aeebdbb0
death valley girls,c596dc1a-aaad-40fc-8a95-6a430947b4ce
delta cross band,ea738ea1-3a92-42d6-a025-f298952db5c3
deluxe all stars,a7191b99-2134-4e30-ba57-9ed57eadbde9
der original schintl,3fc64b5b-3e8f-4084-9897-52d7c59d5673
derobe dance band,f2920169-73ca-42ce-b8e6-0f2ac6f8694d
descartes a kant,280cff05-d538-4864-a13f-5304f883135e
desnudos en coma (naked in a coma),5aeaa1bf-1877-4df1-9c44-7ab813ceae59
desusino boys,9b73c9ed-174d-442d-bfb4-a6db5d663fff
detroit social club,9d3cf57b-299d-4f6a-a459-9edbec063eb1
die original ochsenfurter blasmusik,6c5c2ae0-486a-49a0-b576-b54d60d50f0c
dimpker brothers,8f006308-ddc2-4157-b8a5-958369637f56
diplomats of solid sound,4df86d2d-62ea-4f4d-9248-e32125ce20d7
directia 5,b9a63e59-7d11-4c0e-80d8-4b7c0e189aff
dirty art club,a7744822-c4a2-4371-b0f5-2d509ab96b5b
disco dream and the androids,6344d52f-4295-47c1-8871-a26bccbce1e6
disco las palmeras!,cfb4a39e-a607-4d2a-a091-7630f6834868
divide and dissolve,7b0ed693-e690-4b4a-8f1e-8e0b60de7b5b
dj car stereo (wars),4de1b710-85d1-45c3-aad0-cda571821114
dj ceeplus bad knives,3d5899ac-8c32-40eb-8cea-67a8cfb9bc88
dj d. ein fell,2d7b45c5-bef4-4b15-b27c-b03e4696a65e
dj jester the filipino fist,c6353960-e958-4f46-a56a-a8616686f46d
dj koco a.k.a. shimokita,55e0c8fa-69e4-48a0-9c22-ad1b7316996d
dollar band,bbf863bb-4377-468e-b236-32c5754e8211
dr 2fat,c63a5871-f602-444a-96b9-a4e8e2ef869d
"dr. bobby banner, mpc",d16458ff-75db-4cd4-ae40-38190a53056f
drew smith and his band,3479e980-4432-44a7-a6ad-f2a7076ae5a1
drew smith's lonely choir,d84d5474-610c-4d49-8f78-bff2af1457f9
drinking boys,11bf618d-1c1c-40f2-bf13-ca378e07e552
drongos for europe,bfd6f413-a470-4428-9978-08c2d6bf653a
dub funk association,7264666d-8b74-49ad-8b63-117ccfe1a63f
duke robillard and roomfull of blues,2796b549-d3de-44b4-abe5-6e4eae1c7476
duo bud,080e4d20-146f-42f3-a1a1-14ad7488b5ad
dupage symphony orchestra,8413327a-b6b6-45ac-a4bd-76eac3e39965
duran y garcia,881a5424-6fdd-417e-8582-5df27a99db62
dutch's basement blues band,b1a4d935-5a20-43cd-adfa-7f8bf9e4a349
e l u c i d,79340685-08b6-4f03-913d-af84dd87dce0
east 35,a725fe77-2362-46f4-97f3-f25e3d740653
east of my youth,36d70cfb-eee4-4e80-a5d7-571bf4873055
echo wants her voice back,fb7d06cc-3423-499c-9771-b0dbb8a0f988
edgar van de wingard,369ce51a-4813-48b4-a3bc-fca17f210875
ednardo e o pessoal do ceara,1e6696b8-47c5-49dc-b169-dd84de5eae9e
egrets on ergot,8c62d703-98f3-4d0e-8b72-a912cbb793a6
el babaku,932b7a44-bf37-4178-a476-5f24e660257e
el bles,654c73e0-0307-42d8-98eb-69f25cb3f3d9
el david aguilar,9e65f99a-3b97-4111-88b4-16675c16fd91
el dusty,62fe008d-af3b-45c8-acdd-4e0d8c814087
el extrano,613b915d-9dc4-407a-a773-f1c18861c598
el freaky,b18610d2-3408-483b-9ec5-b7b6e35a336a
el general paz,7731a149-e325-471b-8dc2-cc7b4e358c51
el huervo,28940dd8-6df8-458b-920c-1114e9567d78
el jesus de magico,b37a4783-8f16-4008-80cc-1a5cc2ae418b
el manana,d3413613-e35a-45ec-a236-85670bd5ab00
el mato a un policia motorizado,df021cb9-4f35-4a12-a5d8-730e27b9ed7f
el menor,afbced4f-a951-4383-b39e-454f14f74c16
el otro grupo,6f69b294-2048-4349-9454-c46ae3475d54
el tambor de la tribu,9fa5f5c2-156e-4bfa-b265-f885dba0e894
el tigr3,ec665c86-a76a-4ba1-8d29-b80c4a2fa43e
el torpedo,b0dfbfbd-873b-45f7-87d4-ad62ad224454
el ultimo vecino,ea0bfce0-d7dc-4431-8375-b91ed4e2b33e
"elizabeth anne ""z"" berg",8eb4960b-8fa6-42e2-af38-9e70a06e3e4a
england world cup squad,0be07da4-5045-4245-a91c-43311c97260c
eol trio,6e487ac8-eb13-4f00-91ad-a92cc9b6c687
erotic drum band,bc379e90-009f-4680-bc33-b8aed22ce73b
esko linnavalli new music orchestra,32fdbcd9-aacc-4375-a2f7-957eff344f66
et aliae,d105c8d2-3808-4eca-b3b8-2bd7bdf93ba9
et ret,7e0ca4cf-fbec-443e-8bc5-8d90e5ca5778
et tu bruce,9a5b53d3-af27-4fd6-8bd7-c0fe93a9fb55
eugene mirman's cabinet of wonders,76bb98f8-33b9-4db5-8d8b-ff09dcb6c1dc
ex:re,7c63288d-13f1-4fa1-9840-2e6ff8c74a46
exotic band,ea012998-1748-404c-9511-76dc7d73f9a5
ezra collective,a0f1896d-e610-4db5-a329-39039e70d607
f l a c o,5228281a-560e-4fb4-a452-c1f0ad39ec48
fathers of sound,23159c6f-7b19-4d30-9f53-f14d17d40e3e
fatima spar und die freedom fries,7caa5bfb-cae7-4652-b399-4c2dc5447d35
five corners quintet,39f52b75-08a2-4ca6-8979-ec74d4bec885
florence + the machine,201fe250-05ff-4465-902c-c03ba57b29bd
followed by static,5134803d-135a-4e66-b189-395596e715ba
for esme,145c417c-3f63-49de-ab40-20f112b6f46b
forecast in rome,5517a25f-bb35-4c3f-955e-59110051ad8c
francisco y madero,59f1d17c-045d-49e3-9c92-564e4ce96d6a
frankie and the witch fingers,17bd0785-a36c-4de9-9f90-f95f5c5e71a9
frankie c. wilson jr.,9b83171f-19d2-42f5-9f9b-e8a379cfceee
franky und enrico,41850e29-beca-4d01-8396-5fc63d9f331a
french 79,75536e77-51e6-43b9-aebf-579a340c194d
friends electric,6668b2ee-00ea-495e-bf5c-fdee5babe4e4
friends lovers & family,368fa233-e68d-4a5b-a53c-a03d660f6bbe
frnkiero and the cellabration,49f57437-db2d-4148-90ce-afbe26d852b5
funny twins,64d7d755-d373-4a8b-bb94-228b9ed66d10
future loop foundation,a63a2c8b-c131-4b38-90a6-e09ac7565035
g.r.i.t. boys,5c59585d-8439-4dce-b461-75012f13c55d
gabbard brothers,e32daff7-12ff-434c-ab3d-a0e3971f7020
gabriel royal,bf15a62a-f567-4d26-8569-c219b664aad7
gardener of delight,819d795d-452f-49b9-8068-c3a8c0576090
gardner chamber orchestra,0b9ee919-4ff0-453e-890e-180694be12b0
gator nation band,b89ffef2-e613-40b6-b579-dffa83e8e26e
gebriel brothers,f367b0e9-6dcc-4637-b5c5-31f0cbc8cb82
gena rowlands band,7208b6db-994e-48cc-babf-256b25014a62
gigolo stop the jocks,8cb61081-fc67-4dd3-b70d-2e7f6db5b619
girls guns and glory,061367b2-6bfe-4048-b89a-981612e25bf4
giulia y los tellarini,7331aa91-a996-4e81-a4b9-97289c0a2a43
glenn rexach group,ddb2c282-1907-4867-9787-a4fe186be77b
glenn white's sacred machines,0049127e-3ce0-4abf-9d9d-d620349b8c33
glorious voice gospel singers,790bd0fa-1e69-441c-9fc4-40c464bac5c4
gluhen 4,d632ae23-a614-4eef-a1ee-de7c1ef26bca
god's temple of family deliver,6195cc99-e3aa-4c33-9136-b3db4686611c
grand blanc,2dc7828c-32d0-4c4f-9300-8903a78fe586
grand circuit,3a19ea66-f581-4b69-8f12-4c909a0f438f
grand malheur,fa65f87a-e706-46eb-8bc7-1eacfbfcf5b7
grand unified,a6bd3ef2-4a8a-4f39-ab93-5b72568b7284
grandpa death experience,c1d31125-097d-4b1f-94e1-78b8a9abaf6e
greg ashley band,677cc74c-53ef-4bf2-8f73-497888803cb3
greg harris vibe quintet,8aafa846-1c7e-4ac7-b41f-bfc7a91e3c9c
gringo gang,6dfabc75-7e2f-49e4-a4bd-7c00c1caf108
group of the altos,c7fd5561-6c6b-4859-a623-c8fd7b707b51
grupo rebolu,4bb0365e-d31e-4688-83cd-2a1c3696d810
gus jinkins & orchestra,beb150c3-853b-4a68-9ee4-28521e888709
guts club,d5d0241f-b831-4891-aadd-436d4e90bf87
hard girls,fb0661de-303d-4509-9c0b-b1dd52458080
harte 10,6d52808c-eb12-44b3-842e-2bfcf7481d1e
heather 'lil' mama' hardy,a180e051-ea55-4f1f-a9d4-2c6d43b65db3
heinz muller n seine ruhmannsfeld'ner blaskapelle,5ea882d3-a087-406f-9b11-7d3c720fa325
helmut hogl und band,f1980b87-c528-48be-8c62-976653a80b62
hesta prynn in civil shepherd,eb9777c8-2a0e-4b15-bf8e-5680c028fe4d
hety and zambo,2d2cacf3-8624-485b-8a7f-76054944da2c
"hi, brits",3de8bbfc-113c-45a9-b058-5f2e74918e9a
his orchestra,447831a1-ec90-442b-949f-4590db719b4c
hong kong blood opera,a71c8a9a-c7b0-4cca-b93d-82c4e6085fdc
hoots and hellmouth,aa4f0639-2cfd-46b4-9d0e-4dfcdca59cb5
hot fab djazz club,fe0a1f1f-539c-426a-a93e-ff6def9327d8
house of broken promises,270d5cfe-9245-4d88-93ff-7e2d989b25da
house of kenzo,52ac7ba9-fc60-4dfe-9099-e4239babbb69
house of waters,a8fd3499-506b-4d6d-a618-ae9d916fac6c
how i quit crack,95dd9b72-5f32-4cfc-ac8b-6e486370052c
"hurby ""luv bug"" azor",eef16dc9-b9f4-4f21-8df2-1fd7d71f942b
hurts to purr,df3d3036-3b89-4a7a-8d50-ffa51c6212ff
i am snow angel,633d6df2-77e8-4e6d-b262-8719cc0a12c2
i am waiting for you last summer,90da9404-930d-4985-afa9-0b4c7bf7f8db
i m u r,eebd0c29-52c3-4f3a-86fb-003ca809aede
il ritmo della passione,ea4cec8d-0844-4de3-80b8-df25c3ab6c4a
"i'm a lion, i'm a wolf",02053f69-f090-4891-aab2-ba9ffe978b21
imad royal,505a2d4d-138f-4006-83f8-a6ecb8b32681
in black print,cca0ac0d-8564-40f6-a7bf-230b2acc3729
in stereo (perceptie,a423e915-a3a1-4b38-8f39-0f50c673314e
in tall buildings,3987608e-d355-4662-825d-76ff913c6c7f
inigo montoya et grand soleil,a9d3ab22-31a5-4303-b8cf-f86b28cea01e
italian boys,35bfe20d-4189-47a2-806c-b0e279a529dc
j.j. soul band,811ea87f-07cb-4f52-9524-7d57e3ead621
jack and the ripper,6035f2af-3ef0-4f8a-809b-436e25d71fbb
jackie's boy,f1924ac5-9c06-45a9-ba88-8e72e7ea2422
jackson 5,3c77c570-310d-4fdf-a475-00c7be35a3ad
jacob dupre quintet,919fef62-eb15-4487-8c9a-3757ada53c4e
jacques and the shakey boys,a4af1eb5-543a-4255-92f5-2cc236079d42
jam & spoon,bd34ca82-5825-47ab-bd7b-8f280d13b7e5
james moody and his swedish crowns,5318e053-8d20-4394-a73a-8d4a8d2b3419
jasmine van der waals,dbfbc1aa-6cc5-4f5c-a9b4-9cd1a19c603d
jason adamo band,0ad16ad4-6646-4024-a458-714fd11a5146
jealous of the birds,751f4856-2845-42f7-96a4-705bd3059597
jesus makes the shotgun sound,40dbf7cd-2eb9-4a77-8e13-60ef1da0279d
jim and sam,17500ae8-3f72-47ac-8c44-a99cd7bc0434
jimmy spruill orchestra,8535e861-3d1f-4ce4-9f56-278dd9a83fbb
jinzo the trap lord,697087f1-8d11-4333-888d-1f392e257982
j-nice the kingdom builder,b3f6de98-2591-4d18-912e-a8bef45c1158
john dear mowing club,16d5a0c9-111b-4d6a-820d-8362bbdb3666
john schooley and his one man band,d7a8f347-44b2-4758-ba57-1cb88165c6dd
johnston brothers,591dc21d-64ff-4894-8a9a-4148295ba59f
jonah levine collective,5d2297df-082c-44c8-a22a-054e338846a3
jones family singers,66f1d0c8-ed8b-4c78-a54a-f5a35b974125
jp floydd for kids these days,07a5cb1c-f130-4b5f-ade4-bdac5c7a4910
jungles!!! from red bacteria vacuum,460d9f7b-1a52-4bda-973b-632b7ec0249d
kafe pa 3,ab0cf916-40fc-4de5-9b83-12ee1006264c
karg boys,7980a45c-4c5c-46d3-af6d-0fec1d98cfa3
karminsky experience,9696d5da-4023-46e9-b86e-b0f9ba0ee959
kathleen grace band (kgb),d683af16-44aa-46a0-bf3b-220df89a052f
"kawai, mal duo",a30b074e-103c-4ac4-bf0f-44f006c4f697
kb the boo bonic,666712a4-dfdf-4ad3-9827-435723fab95c
"kevin ""d.j. battlecat"" gilliam",a4affaa4-0434-4dba-bcca-bfc2f41d2bfd
kids n cats,324e2db1-4c57-4a58-af3b-76ba752c5852
king of conspiracy,24143496-3795-4032-9a69-8933cd7e09e6
king of spain,c7eab7e9-78ab-4df0-9543-b8b4098f1aba
king rocker all star band,2180862d-af68-4cda-bc17-9e1d3ad63029
kingdom of suicide lovers,0ff3c0de-02dc-44b2-acbe-23c5967acef9
kingman and jonah,216b5880-e07f-47f9-98da-3e074f6a2482
kings of tomorrow,d34866b2-7d59-4bce-868d-29d307c71e34
kloud 9,908b52eb-5d14-4541-8d39-d5344d627ce7
kodak to graph,8bc711e3-646c-4893-b00a-00ba61a1b63d
kool and the gang,7acbc748-363c-41bb-90c0-f96d8c60688f
kool keith aka dr. octagon,635fe819-6d47-4d07-b9fb-b9cca51d5a3a
kopecky family band,649d6eff-0f56-40de-985d-025482a946e5
kowton's feeling fragile,d594f93f-eb3a-4d1e-afe8-9d3514179e28
kraze 1,bbdd0faa-b9fd-4f66-9e9c-d21aca141211
kunstner 5,0e7db0f3-9ae4-4936-8ff5-1d81b4ebcd93
kurt stifle and the swing shift,daaacd3e-a483-4262-98f7-dbdc89f1bb7a
la banda acustica rodante,dc45ce82-08b9-4ce9-8d1c-d42fb0a5b5d0
la banda baston,77b4fa22-307d-49d4-936c-ba58846d7301
la banda morisca,2191cef0-68e0-4b20-ad91-46f325912cf3
la cuneta son machin,fd493b2d-63ca-4e8e-b00c-94f9a9b64728
la fragua band,80a5fc71-c94c-4f0d-a7b5-8e7dcae6ee96
la goutte au nez,cba1ee3b-1a69-4912-99c8-2e119b9c29f4
la procesion de lo infinito,3bee98b8-0156-43a1-b750-2838a20c0424
la real del sonido,c74a0c18-1826-4b3b-b584-d2f69e971cff
la rochelle band,3641c0b8-e8ea-44c9-bafd-fbd7be928d72
la travesia del alma,448665ff-35c9-451d-b669-80a1174ee4f8
lady dottie and the diamonds,b780c01d-c824-48a4-9805-80fb6daa18d5
lance (fuze the mc),08acefc3-f3b5-4a86-b277-a7f59e431f39
las delailas,d1423eb9-d586-49de-935f-37acc0798f0a
las rosas,8482de75-8113-41ab-9ba8-08f5a3722b8f
laura palmer's death parade,f1adad68-ede7-44aa-8a77-aea4081d0d7a
laurel collective,84dc8bf4-8021-4a77-a810-b2f72fe16e29
le meu le purr,b872c981-0d11-4e4a-a911-ba94da1882b4
leather girls,b4ddf864-5fd9-4bfa-b17c-564a5eef58fd
leith congregational choir,44575b83-3949-4c84-b9df-18b2a319944d
leon of athens,1a2d1676-8e6e-4136-98e7-b66a528b1e50
leonsia erdenke trio,e865ef71-3ba5-4b60-a969-7cc7c0c0534b
les barons,607a8864-c49e-42ab-8ebf-bd87521909d3
les big byrd,971def9f-64bf-4bb0-8304-ce7edcd62ff2
les chats noirs,035c969f-1163-4301-b848-52883265d9db
les deuxluxes,d5da8cb4-f323-40f5-acd1-90a523746c7c
les fauves,39d4ee9b-91ca-4044-9a96-f0d4072bceb6
les handclaps,096f816b-d6d6-42b1-aaef-f750ad068f4c
les hemstock,119d9ef6-1b6e-46ad-a4ec-7f2a90967ae1
les petroleuses,f5f8266c-0d39-4c78-b7ed-19065370a2dc
les rallizes dénudés,a40315e1-1ca3-457f-a39b-815f82bd7d48
les shades,b8316f2e-cee2-492b-b96d-6b34ba3dc078
les vivants,7e913a11-25d6-4a53-8b16-05ce0b130334
les voleurs,6ac035d1-7278-4faa-9d75-c5b3b0349df5
lex the lexicon artist,e3d0ffd3-5e8b-47e4-b2ad-fbb7e16d4516
lexie mountain boys,b5d5e130-70e4-4f48-907f-d181887774fa
light club,6ffa6f92-18db-4b29-919f-f7c0d6ca18fc
light in babylon,5f7c3743-28f1-42ad-88dc-89ce5cdf96a8
lights & motion,f6bdb158-47e6-4b1b-a0b6-504ccd7d3a47
lights on ceres,9ac9ec7e-5d57-4c80-84a5-3f6ddac3123b
line upon line percussion,36459be4-ccb0-4623-adc4-687b81ed0016
liniker e os caramelows,bc97d9de-a6c1-4385-b07e-fd1ad8dcfd97
lionheart brothers,46fd85ad-f684-4da8-bab1-8631e4d4d21a
livin' in da ghetto,12c7b82f-4d39-43ea-a58d-8404fc83390f
liz cooper and the stampede,09b2ad90-3b2a-44e5-bd16-3878252742e2
lizbeth roman y los duendes invisibles,3dadf12c-28c7-489c-a461-a4d9162d034f
lizzie and the makers,e240ac25-d9a2-4a4b-a9ed-f31db8100304
lloyd marcus & friends,9e7778c7-2319-466b-9298-c64307c23857
lo greco bros,35c1ba94-cc0a-4d7e-b31e-091f74e50ff8
london saxophon quartet,420290f3-ae7d-495e-89e3-682d3d99ea3a
loquillo y los trogloditas,090798c1-fea1-4fd8-932d-2f9d84efc2d8
lords of altamont,528f9d43-3211-4ada-8f25-409c3f68f167
lords of fuzz,2434c513-f26d-4239-ac4e-36cff51ca6a6
lorelle meets the obsolete,cb498ab2-3628-48c2-ab32-4f18b08d755d
los 3 dinners,3277d861-cdc0-47a5-9dda-aeb1e224ab72
los amparito,1db5a567-3695-4803-922e-512c0a77150c
los bad apples,02096365-8af3-47b5-94b6-3ef1bd1c2d7c
los chinchillos del caribe,ea3321e2-377c-47fd-819f-ca5d5c2fc32e
los coast,d3b2f975-d641-45c9-9d39-75af00337b74
los detectives helados,805be095-05f7-4ad7-ac7c-0da66c17d25f
los gaiteros de ovejas,9f8f3663-267e-4b6d-a65f-b1332b9d78e1
los hermanos abalos,ac6c2315-0408-4872-a0fd-0c0198a92e4e
los llamarada,ed6c7430-f5aa-426b-a180-71e3a31f0f26
los macorinos,f8d03db4-4319-4a6b-a863-472163eda17b
los nastys,34203cd4-a2bc-43a9-a327-444c6b3cf235
los nativos,09fd98c7-f98d-4bc2-8e14-ed75a1849927
los outsaiders,c6db07a9-f9d5-437e-a747-ea3048cf1aed
los pirata,0096d739-185a-45e5-9bda-28ae5334cdd5
los profetas,82c47c68-dbfa-4d2a-90fb-b60d5265b7a3
los prolijos,f23d2c36-aca7-4bcc-88e3-da8ebd749a0e
los reyes vagos,0773bee7-76a6-42dc-975b-761203336faa
los super elegantes,d68ed44a-8e9f-445e-b33a-978845e7e14c
